Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
127046,Associate Relationship Manager,Sales,New Application,10/29/17,Campus Job Board,1,Campus,Bachelors,University of Michigan,Economics,Bachelors,MIT,Management,,,,,,
6091341,Sr. Business Analyst,IT,Phone Screen,6/16/17,Agency,9,Experienced,Bachelors,Harvard,Computer Science,Bachelors,NYU,English,,,,,,
693197,Associate Relationship Manager,Sales,New Application,1/22/18,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Economics,,,,,,,,,
123257,Financial Analyst,Finance,New Application,9/16/18,Campus Event,1,Campus,Bachelors,MIT,Economics,Bachelors,Harvard,Economics,,,,,,
115997,Account Executive,Sales,New Application,11/24/17,Advertisement,5,Experienced,Bachelors,NYU,Psychology,,,,,,,,,
3132447,Associate Relationship Manager,Sales,New Application,12/19/18,Campus Event,0,Campus,Bachelors,NYU,Physics,,,,,,,,,
5266247,Business Operations Manager,Operations,Offer Sent,6/11/16,Advertisement,10,Experienced,Bachelors,NYU,Computer Science,,,,,,,,,
3515534,IT Analyst,IT,New Application,9/27/18,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
2694182,System Engineer,Engineering,New Application,2/20/18,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
6073661,Operations Coordinator,Operations,New Application,10/15/16,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
301091,Account Executive,Sales,New Application,7/17/17,Career Fair,6,Experienced,Bachelors,MIT,Physics,PhD,University of Texas,Statistics,,,,,,
199976,Associate Product Manager,Product,New Application,10/1/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Economics,,,,,,,,,
6082512,IT Analyst,IT,New Application,9/15/16,Campus Job Board,0,Campus,Bachelors,NYU,English,Masters,Harvard,Statistics,Masters,UC Berkeley,Computer Science,,,
252834,Associate Relationship Manager,Sales,New Application,9/23/16,Career Fair,0,Campus,PhD,Vanderbilt,Mathematics,Bachelors,MIT,Physics,,,,,,
4391012,UX Designer,Product,New Application,1/12/17,Website,4,Experienced,Bachelors,UC Berkeley,Physics,,,,,,,,,
3122609,System Engineer,Engineering,New Application,9/1/18,Campus Event,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
178034,Associate Product Manager,Product,New Application,10/28/18,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
188820,System Engineer,Engineering,New Application,10/1/16,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
3246734,System Engineer,Engineering,In-House Interview,11/30/16,Career Fair,2,Campus,PhD,UC Berkeley,Computer Science,Masters,NYU,English,Bachelors,MIT,Computer Science,,,
556584,Business Operations Manager,Operations,New Application,5/23/16,Advertisement,5,Experienced,PhD,MIT,Political Science,Bachelors,University of Texas,Business,,,,,,
617561,Associate Relationship Manager,Sales,In-House Interview,8/30/18,Career Fair,0,Campus,Bachelors,Columbia,Economics,,,,,,,,,
133091,System Engineer,Engineering,New Application,1/11/16,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Computer Science,Masters,Columbia,Computer Science,Masters,Columbia,Physics,,,
72216,System Engineer,Engineering,New Application,9/14/16,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
6130149,Operations Coordinator,Operations,New Application,9/3/17,Campus Event,1,Campus,PhD,Vanderbilt,Statistics,Bachelors,Columbia,Computer Science,,,,,,
6210222,IT Analyst,IT,New Application,10/6/18,Advertisement,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
2961,Financial Analyst,Finance,New Application,10/14/16,Career Fair,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
4494122,Sr. Customer Service Operations Associate,Operations,In-House Interview,9/3/16,Outsourced,9,Experienced,Masters,University of Washington,Political Science,Bachelors,NYU,Economics,,,,,,
177993,System Engineer,Engineering,New Application,10/9/18,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
103517,System Engineer,Engineering,New Application,10/21/17,Career Fair,0,Campus,Bachelors,Columbia,Statistics,Masters,MIT,Computer Science,Masters,Columbia,Economics,,,
482712,Associate Product Manager,Product,New Application,1/8/18,Campus Job Board,1,Campus,Bachelors,MIT,Economics,Bachelors,UC Berkeley,Statistics,,,,,,
2319521,Financial Analyst,Finance,New Application,9/24/18,Career Fair,0,Campus,Masters,Harvard,Political Science,Bachelors,Vanderbilt,Economics,Bachelors,Vanderbilt,Business,,,
6099992,Associate Relationship Manager,Sales,Phone Screen,12/24/16,Campus Job Board,0,Campus,Bachelors,University of Texas,Sociology,,,,,,,,,
113834,Financial Analyst,Finance,New Application,1/2/17,Advertisement,1,Campus,Bachelors,MIT,Physics,PhD,Columbia,Mathematics,,,,,,
4326827,Associate Product Manager,Product,In-House Interview,12/9/16,Website,0,Campus,PhD,Vanderbilt,Physics,Bachelors,Columbia,Physics,,,,,,
21771,Operations Coordinator,Operations,New Application,8/4/18,Campus Event,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
1068311,Sr. Customer Service Operations Associate,Operations,New Application,9/25/18,Outsourced,9,Experienced,Bachelors,NYU,Business,,,,,,,,,
4897112,Operations Generalist,Operations,New Application,9/18/16,Campus Job Board,1,Campus,Bachelors,Georgia Tech,Mathematics,Masters,Vanderbilt,Computer Science,Masters,MIT,English,,,
149316,Associate Relationship Manager,Sales,New Application,10/8/18,Website,1,Campus,Masters,Columbia,Political Science,Bachelors,MIT,Management,,,,,,
1903209,System Engineer,Engineering,New Application,10/12/18,Campus Event,0,Campus,Bachelors,Vanderbilt,Mathematics,Bachelors,Harvard,Physics,Bachelors,Harvard,Economics,,,
6105581,Business Operations Manager,Operations,Phone Screen,8/3/16,Career Fair,4,Experienced,Bachelors,Georgia Tech,English,,,,,,,,,
6266949,System Engineer,Engineering,Phone Screen,11/27/16,Career Fair,0,Campus,Bachelors,UC Berkeley,Mathematics,,,,,,,,,
3171959,Sr. Business Analyst,IT,New Application,6/14/16,Advertisement,10,Experienced,Masters,NYU,English,Bachelors,MIT,Economics,,,,,,
3401552,Associate Relationship Manager,Sales,New Application,1/15/16,Campus Job Board,0,Campus,Bachelors,Columbia,Sociology,,,,,,,,,
68168,System Engineer,Engineering,New Application,10/29/17,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
2148209,Finance Manager,Finance,New Application,8/21/16,Website,6,Experienced,Masters,University of Washington,Statistics,Bachelors,MIT,Economics,Bachelors,MIT,Business,,,
2655626,Sr. Customer Service Operations Associate,Operations,New Application,8/12/16,Outsourced,12,Experienced,Masters,MIT,Political Science,Bachelors,University of Washington,Sociology,,,,,,
6252297,Operations Coordinator,Operations,New Application,8/20/18,Campus Event,1,Campus,PhD,Columbia,Statistics,Bachelors,UC Berkeley,Statistics,,,,,,
192209,Sr. Business Analyst,IT,New Application,3/27/16,Outsourced,11,Experienced,Bachelors,Columbia,Computer Science,,,,,,,,,
81468,Operations Coordinator,Operations,New Application,9/13/18,Career Fair,0,Campus,Bachelors,Georgia Tech,Physics,,,,,,,,,
6031802,System Engineer,Engineering,New Application,9/7/16,Career Fair,0,Campus,Bachelors,Harvard,English,,,,,,,,,
191270,System Engineer,Engineering,New Application,11/1/17,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
1763709,Operations Generalist,Operations,New Application,11/24/18,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,
1025717,Operations Coordinator,Operations,New Application,11/24/18,Campus Job Board,0,Campus,Masters,MIT,Sociology,Bachelors,University of Michigan,English,,,,,,
1952882,Financial Analyst,Finance,New Application,10/20/17,Website,0,Campus,Bachelors,University of Texas,English,Bachelors,Harvard,Statistics,,,,,,
540536,Associate Relationship Manager,Sales,New Application,12/1/18,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Psychology,Bachelors,University of Texas,Music,,,,,,
250109,System Engineer,Engineering,In-House Interview,10/29/16,Campus Event,2,Campus,PhD,Harvard,Statistics,Bachelors,NYU,Statistics,,,,,,
140357,Finance Manager,Finance,New Application,8/19/17,Website,4,Experienced,Bachelors,University of Michigan,Economics,,,,,,,,,
1736484,Associate Product Manager,Product,In-House Interview,3/23/16,Campus Job Board,1,Campus,PhD,Harvard,Mathematics,Bachelors,UC Berkeley,Computer Science,,,,,,
2344859,Operations Coordinator,Operations,New Application,9/12/16,Career Fair,2,Campus,Masters,Georgia Tech,Computer Science,Bachelors,NYU,English,PhD,NYU,Physics,,,
249026,IT Analyst,IT,New Application,1/4/17,Career Fair,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
2404541,Associate Relationship Manager,Sales,New Application,1/14/17,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
6336371,System Engineer,Engineering,New Application,12/28/17,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,Masters,University of Washington,Physics,Masters,Columbia,Computer Science,,,
107142,System Engineer,Engineering,In-House Interview,2/18/16,Advertisement,2,Campus,Bachelors,Vanderbilt,Computer Science,PhD,Harvard,Mathematics,,,,,,
199976,Financial Analyst,Finance,New Application,10/1/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Economics,,,,,,,,,
3115241,System Engineer,Engineering,New Application,11/26/18,Advertisement,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
3020276,Associate Relationship Manager,Sales,In-House Interview,10/10/17,Website,1,Campus,Masters,Harvard,Economics,Bachelors,NYU,Sociology,,,,,,
2093966,System Engineer,Engineering,Phone Screen,9/2/18,Campus Event,3,Campus,PhD,Vanderbilt,Statistics,Bachelors,Harvard,Computer Science,,,,,,
4637522,System Engineer,Engineering,In-House Interview,10/1/16,Campus Job Board,3,Campus,Bachelors,UC Berkeley,Statistics,PhD,UC Berkeley,Economics,,,,,,
289311,Associate Product Manager,Product,New Application,1/4/18,Website,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
1265006,Associate Relationship Manager,Sales,New Application,8/21/18,Campus Event,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
1977972,Operations Generalist,Operations,New Application,3/18/18,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
280266,Operations Coordinator,Operations,New Application,12/16/16,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
532157,Associate Relationship Manager,Sales,New Application,9/1/17,Website,1,Campus,Masters,Harvard,Economics,Bachelors,UC Berkeley,Economics,,,,,,
1442022,Account Executive,Sales,New Application,3/14/16,Agency,5,Experienced,Bachelors,Vanderbilt,Economics,Bachelors,MIT,Mathematics,Bachelors,MIT,Economics,,,
962972,Associate Relationship Manager,Sales,New Application,12/14/16,Advertisement,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
2556,Operations Coordinator,Operations,Phone Screen,11/10/18,Campus Event,2,Campus,PhD,Harvard,English,Bachelors,NYU,Statistics,,,,,,
488837,IT Analyst,IT,New Application,1/3/17,Campus Job Board,0,Campus,Masters,MIT,Computer Science,Bachelors,Columbia,Computer Science,,,,,,
89618,Financial Analyst,Finance,New Application,12/22/17,Advertisement,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
239459,IT Analyst,IT,New Application,1/17/16,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
302984,Associate Relationship Manager,Sales,New Application,10/14/18,Campus Job Board,0,Campus,Bachelors,Columbia,Management,,,,,,,,,
2926832,Associate Relationship Manager,Sales,New Application,10/18/17,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
114131,System Engineer,Engineering,Phone Screen,8/11/18,Campus Job Board,0,Campus,PhD,University of Texas,English,Bachelors,MIT,Computer Science,,,,,,
10593,System Engineer,Engineering,New Application,11/12/16,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
965597,System Engineer,Engineering,New Application,10/31/18,Campus Job Board,0,Campus,Masters,Columbia,Mathematics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,Computer Science,,,
517461,Associate Relationship Manager,Sales,New Application,2/7/18,Campus Job Board,0,Campus,Bachelors,Harvard,English,Masters,MIT,Computer Science,Masters,Columbia,Computer Science,,,
6094106,Associate Product Manager,Product,Phone Screen,10/14/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,
1635081,System Engineer,Engineering,In-House Interview,10/20/17,Website,1,Campus,Bachelors,Harvard,Statistics,PhD,Columbia,Mathematics,,,,,,
1300334,Associate Product Manager,Product,New Application,10/9/17,Website,0,Campus,Bachelors,Columbia,Computer Science,PhD,Columbia,Physics,,,,,,
473186,Financial Analyst,Finance,New Application,10/17/18,Campus Job Board,2,Campus,Bachelors,MIT,Economics,PhD,Columbia,Political Science,,,,,,
2508677,Associate Relationship Manager,Sales,New Application,1/11/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
5649071,System Engineer,Engineering,In-House Interview,11/21/17,Campus Event,1,Campus,PhD,NYU,Statistics,Bachelors,Vanderbilt,Mathematics,,,,,,
228593,Operations Coordinator,Operations,New Application,10/9/16,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
2070092,System Engineer,Engineering,In-House Interview,9/27/18,Campus Event,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
214691,Operations Generalist,Operations,New Application,11/15/17,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,
1985726,Associate Relationship Manager,Sales,New Application,1/8/17,Advertisement,0,Campus,Bachelors,University of Texas,English,,,,,,,,,
6073496,IT Analyst,IT,New Application,12/12/16,Campus Event,1,Campus,Bachelors,Harvard,Mathematics,PhD,Harvard,Economics,,,,,,
2870084,Associate Relationship Manager,Sales,New Application,12/6/18,Campus Event,1,Campus,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Computer Science,,,,,,
1353527,Sr. Software Engineer,Engineering,New Application,3/25/16,Outsourced,10,Experienced,Masters,UC Berkeley,Statistics,Bachelors,NYU,Statistics,Bachelors,NYU,Statistics,,,
2363957,System Engineer,Engineering,New Application,10/29/17,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
164381,Associate Relationship Manager,Sales,In-House Interview,10/22/18,Advertisement,0,Campus,Bachelors,University of Texas,Sociology,Bachelors,UC Berkeley,Management,,,,,,
134306,System Engineer,Engineering,New Application,10/24/18,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
1734677,Operations Coordinator,Operations,New Application,10/12/16,Campus Event,3,Campus,Bachelors,Georgia Tech,Statistics,PhD,Vanderbilt,Mathematics,,,,,,
166502,System Engineer,Engineering,New Application,9/15/16,Campus Job Board,0,Campus,Bachelors,MIT,Physics,Masters,MIT,Physics,Masters,University of Washington,Mathematics,,,
3602291,Associate Product Manager,Product,New Application,9/16/16,Campus Event,0,Campus,Bachelors,University of Texas,English,PhD,Columbia,Statistics,,,,,,
4758782,Associate Relationship Manager,Sales,New Application,1/11/17,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,Computer Science,,,
1602002,System Engineer,Engineering,Phone Screen,3/12/16,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
6333477,System Engineer,Engineering,Phone Screen,9/10/17,Campus Job Board,2,Campus,PhD,Harvard,Physics,Bachelors,MIT,Mathematics,,,,,,
61805,System Engineer,Engineering,New Application,1/17/16,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
789162,Associate Product Manager,Product,New Application,12/28/16,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
6165431,Operations Generalist,Operations,New Application,11/23/18,Campus Job Board,0,Campus,Masters,MIT,Economics,Bachelors,Columbia,English,,,,,,
1954806,System Engineer,Engineering,New Application,9/24/16,Career Fair,0,Campus,PhD,University of Texas,Computer Science,Bachelors,NYU,English,,,,,,
1778321,System Engineer,Engineering,New Application,1/15/18,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
108209,Account Executive,Sales,New Application,10/6/17,Website,7,Experienced,Bachelors,NYU,Economics,,,,,,,,,
799746,Finance Manager,Finance,New Application,12/29/16,Career Fair,4,Experienced,Bachelors,NYU,Management,,,,,,,,,
181562,Associate Product Manager,Product,New Application,9/6/16,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,
2510871,IT Analyst,IT,New Application,3/18/18,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
752186,Operations Coordinator,Operations,New Application,10/3/18,Campus Event,1,Campus,Masters,MIT,Sociology,Bachelors,University of Washington,Business,,,,,,
3593,System Engineer,Engineering,Offer Sent,9/26/18,Campus Event,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
106872,Operations Generalist,Operations,New Application,12/24/16,Campus Job Board,0,Campus,Bachelors,Columbia,Economics,Masters,MIT,Computer Science,Masters,MIT,Computer Science,,,
